FECHA;PM2.5;PM10;NO;NO2;NOX;CO;SO2;OZONO
15/01/2017 19:00;12,6;21;1;12,3;13,3;0,03;0,1;0
15/01/2017 20:00;8;11;0,5;12;12,5;0;0;0
15/01/2017 21:00;9,8;19;0,7;13,6;14,3;0;0,1;0
15/01/2017 22:00;6,6;19;1,8;18,4;20,2;0;0,1;0
15/01/2017 23:00;11,5;20;1,1;17,8;19;0;0;0
16/01/2017 0:00;5,9;26;1;17;18;0;0;0
16/01/2017 1:00;17,8;17,8;0,2;9,1;9,3;0,31;0,1;0
16/01/2017 2:00;9,4;16;0;7,2;7,3;0,15;0;0
16/01/2017 3:00;11,1;11,1;0;8,1;8,1;0,09;0;0
16/01/2017 4:00;6,6;17;0;6,3;6,3;0,07;0,2;0
16/01/2017 5:00;7,8;15;0;7,1;7,1;0,05;0;0
16/01/2017 6:00;6,9;17;6,9;18,5;25,4;0,23;0,1;0
16/01/2017 7:00;15,2;34;13,6;17,9;31,6;0,4;1;0
16/01/2017 8:00;26,9;49;25,8;18,1;43,9;0,75;2;0
16/01/2017 9:00;20,2;54;30,4;20;50,4;0,94;2,1;0
16/01/2017 10:00;29,1;38;10,4;14,2;24,6;0,63;1,8;0
16/01/2017 11:00;21,7;39;7,6;12,6;20,2;0,7;1,7;0
16/01/2017 12:00;37,4;45;5,4;12,1;17,5;0,87;1;0
16/01/2017 13:00;20;40;3,3;6,9;10,2;0,92;0,9;0
16/01/2017 14:00;24,5;32;3,1;6,9;10;1,17;0,7;0
16/01/2017 15:00;22,8;33;3,4;6,3;9,7;0,41;1,1;0
16/01/2017 16:00;22;43;3,5;6,8;10,4;0,3;1,2;0
16/01/2017 17:00;20,2;41;5,1;10,2;15,3;0,36;1,4;0
16/01/2017 18:00;27,8;39;5;14,5;19,4;0,4;0,9;0
16/01/2017 19:00;27,4;51;22,2;27,1;49,2;0,87;1,1;0
16/01/2017 20:00;25;42;19,2;23,5;42,6;0,4;0,7;0
16/01/2017 21:00;15,3;43;9,6;21,1;30,8;0;0,7;0
16/01/2017 22:00;12,7;31;13,2;21,1;34,3;0;0,6;0
16/01/2017 23:00;19,6;51;27,6;23,9;51,5;0;1,7;0
17/01/2017 0:00;19,4;32;16;21,5;37,5;0,1;1,2;0
17/01/2017 1:00;29,1;34;11;20,8;31,8;0,43;0,6;0
17/01/2017 2:00;23,6;26;1,2;15,7;17;0,11;0,9;0
17/01/2017 3:00;14,5;21;1;14,8;15,8;0;0;0
17/01/2017 4:00;7,7;16;0,3;7,6;7,9;0;0,1;0
17/01/2017 5:00;4,3;14;0,2;10,1;10,3;0;0,2;0
17/01/2017 6:00;11,4;18;10,2;16,5;26,8;0;0,2;0
17/01/2017 7:00;12,9;51;31,4;19,2;50,8;0,25;1,2;0
17/01/2017 8:00;22,6;65;57,4;23,6;81;1,41;3,9;0
17/01/2017 9:00;47,8;59;58,2;25,5;83,7;1,49;1,7;0
17/01/2017 10:00;28,7;34;26,8;20;46,7;1,16;0,7;0
17/01/2017 11:00;21,1;27;11,6;19,7;31,2;0,52;0,3;0
17/01/2017 12:00;38;56;11,3;29,7;41;0,78;0,9;0
17/01/2017 13:00;29,9;53;6,7;18,3;24,9;0,53;1;0
17/01/2017 14:00;29,5;43;6,2;11,4;20,4;0,38;1;0
17/01/2017 15:00;16,8;59;4;7,6;11,7;0,15;0,3;25,8
17/01/2017 16:00;14,2;32;3,7;6,3;10;0,14;0;25,6
17/01/2017 17:00;23,1;33;3,1;6,4;9,5;0,17;0,3;24
17/01/2017 18:00;23;23;3,5;12,1;15,7;0,32;1,3;16,5
17/01/2017 19:00;19,5;32;3,8;17,3;21,1;0,49;0;10,2
17/01/2017 20:00;14,1;30;3,2;20,2;23,5;0,48;0;7,4
17/01/2017 21:00;14,3;37;8,1;23,8;31,9;0,64;0,4;3,4
17/01/2017 22:00;13,6;37;3,5;21,9;25,4;0,49;0,1;4,9
17/01/2017 23:00;17,6;43;4,9;24,4;29,4;0,67;0,5;2,5
18/01/2017 0:00;19,8;42;12;24,3;36,2;0,49;0,8;1,7
18/01/2017 1:00;16,3;34;0,8;16,4;17,2;0,06;0,3;7,9
18/01/2017 2:00;13,8;25;0,2;7,8;8;0;0,4;14,9
18/01/2017 3:00;15;26;0;6;6;0;0,1;13,2
18/01/2017 4:00;8,5;17;0;4,3;4,3;0;0;10,3
18/01/2017 5:00;13,4;19;0,5;10,7;11,2;0;0;5,1
18/01/2017 6:00;12,1;29;1,7;12,7;14,5;0;0;2,6
18/01/2017 7:00;20,4;43;36,9;17,4;54,3;0,16;0,4;1
18/01/2017 8:00;36,6;65;48,7;21,3;70;0,74;1,4;1,1
18/01/2017 9:00;31,6;63;33,2;23,7;56,9;0,48;1,7;3,3
18/01/2017 10:00;34,3;51;22,9;23,1;46;0,27;1,7;10,9
18/01/2017 11:00;38,9;54;12,2;26,2;38,4;0,08;1,7;12,5
18/01/2017 12:00;41,5;58;8,6;24,6;33,2;0;1,7;13,4
18/01/2017 13:00;35,6;67;7,5;20,5;28;0;1,9;17,6
18/01/2017 14:00;48,1;68;3,4;21,8;25,2;0;1,6;19,9
18/01/2017 15:00;39,9;39,9;13,2;25,4;38,6;0,22;0,7;6,9
18/01/2017 16:00;21,9;46;36;30,8;66,9;0,65;1,1;4
18/01/2017 17:00;50,1;0;24,9;35,3;60,2;0,67;2,2;3,8
18/01/2017 18:00;48,8;0;33,2;35,3;68,5;0,83;1,7;1,3
18/01/2017 19:00;48,6;0;35,4;38;73,4;0,95;1,7;0,6
18/01/2017 20:00;36,9;45;45,8;35;80,9;0,86;1,1;0,5
18/01/2017 21:00;39,9;39,9;34,3;28,1;62,5;0,6;0,9;0,4
18/01/2017 22:00;21,4;38;27,6;24,9;52,5;0,3;0,6;0,3
18/01/2017 23:00;32,9;42;21,3;25,6;46,9;0,1;0,7;0,4
19/01/2017 0:00;19,3;26;7,5;23,6;31;0,11;0,2;0,9
19/01/2017 1:00;14,2;28;2,4;18,2;20,5;0,27;0,2;2,5
19/01/2017 2:00;15,7;28;1,1;14,1;15,2;0,2;0,1;2,4
19/01/2017 3:00;16,3;24;1,8;13,5;15,2;0,18;0,1;2,2
19/01/2017 4:00;18,7;32;1,7;13,9;15,7;0,18;0;1,9
19/01/2017 5:00;16,5;31;5,6;15,5;21,1;0,27;0,1;1,2
19/01/2017 6:00;25,4;38;23,1;16,7;39,8;0,5;0,6;1
19/01/2017 7:00;29,8;83;100,3;19,9;120,3;1,51;2,1;0,9
19/01/2017 8:00;58,7;107;109,1;27,7;136,8;1,88;2,7;1,4
19/01/2017 9:00;68,8;91;68,2;40,5;108,7;1,57;2,7;5,6
19/01/2017 10:00;73,8;114;46,2;51,8;97,9;1,53;3,2;15,1
19/01/2017 11:00;74;107;20,6;46,6;67,2;0,89;2,9;26,1
19/01/2017 12:00;70;70;6,9;22,8;29,7;0,28;1,4;33
19/01/2017 13:00;29,1;50;4,6;14,8;19,4;0,14;0,9;28,1
19/01/2017 14:00;16,4;42;5,9;16,8;22,7;0,31;1;18,9
19/01/2017 15:00;26,8;33;9;23,9;32,9;0,53;0,8;12,8
19/01/2017 16:00;9,2;32;8,2;14,8;23;0,38;0,7;20,8
19/01/2017 17:00;18,8;31;4,9;11,5;16,4;0,16;0,6;18,2
19/01/2017 18:00;21;213;4,6;13,7;18,3;0,24;0,3;14
19/01/2017 19:00;17,8;34;13,5;24,8;38,4;0,7;0,8;3,7
19/01/2017 20:00;19,4;33;19,7;27,1;46,8;0,75;0,4;1
19/01/2017 21:00;20;34;12,9;25,7;38,5;0,64;0,8;0,8
19/01/2017 22:00;23,9;39;21,5;24,3;45,8;0,72;0,7;0,7
19/01/2017 23:00;23,2;53;53,1;22,3;75,3;1,22;1,1;0,8
20/01/2017 0:00;23,5;49;29,1;25,2;54,4;0,73;0,8;0,8
20/01/2017 1:00;22,4;39;23,7;25,2;48,9;0,43;0,8;0,8
20/01/2017 2:00;25,2;45;5,4;21,9;27,3;0,28;0,8;1,7
20/01/2017 3:00;20,8;32;1,3;14;15,3;0,14;0,5;6,5
20/01/2017 4:00;16,5;31;1;16,3;17,3;0,11;1,1;4,1
20/01/2017 5:00;18;33;6,9;17;23,9;0,2;0,7;1,3
20/01/2017 6:00;20,2;45;20,5;17,8;38,3;0,34;1,4;0,6
20/01/2017 7:00;23,1;73;55,4;17,1;72,4;0,84;1,7;1
20/01/2017 8:00;49,1;125;107,9;23,9;132;1,76;5,4;1,5
20/01/2017 9:00;40,9;121;75;31,1;106,1;1,61;8,3;4,6
20/01/2017 10:00;50,6;87;34,4;29,4;63,9;0,98;3,5;10,6
20/01/2017 11:00;48,6;59;14,9;23,2;38,2;0,48;2,1;25,5
20/01/2017 12:00;36,7;59;5,7;12,8;18,6;0,12;1,3;36,3
20/01/2017 13:00;28,5;45;3,6;10;13,6;0;1,3;37
20/01/2017 14:00;30,8;53;3,7;8,6;12,3;0;1;31,2
20/01/2017 15:00;29,3;42;3,2;8,6;11,8;0;0,7;30,2
20/01/2017 16:00;19,8;43;3,2;7,2;10,4;0;0,7;26,8
20/01/2017 17:00;33,7;42;5;13,7;18,7;0,13;0,6;17,1
20/01/2017 18:00;29,9;52;7;19,9;26,9;0,35;1;8,3
20/01/2017 19:00;22,9;52;11,3;24,2;35,7;0,65;1,1;3,1
20/01/2017 20:00;25,7;47;9,6;21;30,7;0,52;0,7;4,2
20/01/2017 21:00;20,2;43;6,2;19,9;26,1;0,35;0,4;4,2
20/01/2017 22:00;20,6;30;6,1;20,1;26,3;0,33;0,2;1,8
20/01/2017 23:00;15,3;31;7,2;21,5;28,7;0,28;0,2;1,5
21/01/2017 0:00;11,7;33;33,3;21,5;54,8;0,55;0,7;0,6
21/01/2017 1:00;18,3;41;54,3;20,3;74,7;0,81;1,2;0,7
21/01/2017 2:00;25,4;37;24,1;19,2;43,3;0,6;0,8;1
21/01/2017 3:00;19,1;40;8,1;17,6;25,8;0,13;0,7;0,7
21/01/2017 4:00;14,7;29;8,2;16,8;24,9;0,15;0,6;0,8
21/01/2017 5:00;14,6;31;25,9;14,8;40,8;0,34;0,7;0,8
21/01/2017 6:00;15,6;35;45,8;15,1;60,9;0,54;1,1;0,6
21/01/2017 7:00;23,5;58;101,2;14,1;115,7;1,22;2,1;0,9
21/01/2017 8:00;22,1;56;74,5;20,9;95,5;1,13;1,7;2,1
21/01/2017 9:00;35,2;40;23,1;18,2;41,3;0,26;0,8;10,9
21/01/2017 10:00;18,7;32;8,4;9,8;18,2;0;0,3;20,9
21/01/2017 11:00;18,8;36;4,2;9;13,2;0;0,5;28,6
21/01/2017 12:00;27,6;38;3,1;7,9;11;0;0,3;29,9
21/01/2017 13:00;15,5;31;2,5;4,9;7,5;0;0,2;26,6
21/01/2017 14:00;14,7;39;2;4;6,1;0;0,1;25,3
21/01/2017 15:00;17,6;29;2,2;5,1;7,3;0;0,1;25,8
21/01/2017 16:00;3,8;111;2,2;5,5;7,7;0;0,2;25,1
21/01/2017 17:00;6,5;6,5;2,8;7,7;10,5;0;0,1;21,6
21/01/2017 18:00;12,2;0;1,9;8,9;10,8;0;0,2;19,3
21/01/2017 19:00;11,2;19;1,5;11,1;12,7;0;0;16
21/01/2017 20:00;9,4;23;0,9;14,9;15,8;0;0,2;10,8
21/01/2017 21:00;13,6;0;16,5;22,4;38,9;0,26;0,3;2,2
21/01/2017 22:00;13,8;0;7,1;22,4;29,5;0,19;0;1,4
21/01/2017 23:00;13,6;0;17;21,5;38,4;0,35;0,5;0,7
22/01/2017 0:00;11,8;0;28,1;22,8;51;0,56;0,5;0,6
22/01/2017 1:00;11;0;47;20,9;67,9;0,87;0,9;0,7
22/01/2017 2:00;12,8;0;53,3;19,2;72,5;1,01;1,1;0,8
22/01/2017 3:00;15,8;0;51,7;18,1;69,6;1,04;1,1;0,6
22/01/2017 4:00;10,8;0;60,8;16,2;77,1;1,05;1,3;0,6
22/01/2017 5:00;15,3;0;55,2;15,9;71;1,01;1,1;0,8
22/01/2017 6:00;15,2;0;67,7;14,2;81,9;1,15;1,4;0,8
22/01/2017 7:00;22,5;0;89,8;12,8;102,7;1,53;1,9;1,2
22/01/2017 8:00;11,1;0;60,4;19,9;80,3;1,01;1,2;3,1
22/01/2017 9:00;26,9;0;36,7;32,3;69;0,71;1,2;12,6
22/01/2017 10:00;37,8;0;15,4;24,2;39,6;0,29;1,5;26,3
22/01/2017 11:00;27,4;0;9,9;16,8;26,8;0,02;1,2;28,7
22/01/2017 12:00;19,6;0;3,8;9,3;13,2;0;1;37,6
22/01/2017 13:00;18,4;0;1,2;3,9;5,1;0;0,4;36,5
22/01/2017 14:00;12,1;0;1,5;5;6,5;0;0,3;33,5
22/01/2017 15:00;17,1;0;1,3;4,3;5,6;0;0,1;34,3
22/01/2017 16:00;12,7;0;1,5;4,3;5,8;0;0;33,7
22/01/2017 17:00;0;12;1,2;4,7;5,8;0;0,1;30,9
22/01/2017 18:00;11,4;13;1;7,1;8;0;0,3;24,8
22/01/2017 19:00;12,3;18;0,7;16,1;16,8;0,01;0;12,2
22/01/2017 20:00;11,7;23;1,6;20;21,6;0,16;0;5,6
22/01/2017 21:00;8,4;40;43,1;24,7;68;0,81;0,6;0,7
22/01/2017 22:00;19,1;42;56,6;24,9;81,5;1,08;0,9;0,7
22/01/2017 23:00;12,5;53;80,7;22,7;103,4;1,43;1,5;0,7
23/01/2017 0:00;24;61;89,2;23,8;112,9;1,36;2,2;0,9
23/01/2017 1:00;35,1;57;62,2;23,2;85,3;0,82;1,4;0,7
23/01/2017 2:00;25;39;33;22,6;55,6;0,37;0,7;0,5
23/01/2017 3:00;19,7;39;33,2;19,3;52,5;0,41;0,4;0,5
23/01/2017 4:00;18,9;39;35;17;52,1;0,48;0,8;0,6
23/01/2017 5:00;20,7;45;39,5;13,9;53,5;0,48;0,9;0,8
23/01/2017 6:00;16,2;50;66,6;15,3;81,9;0,59;1,3;0,9
23/01/2017 7:00;28,8;70;123,2;17;140,1;1,24;2,6;0,9
23/01/2017 8:00;27,9;103;156,3;29,8;186,2;1,98;3,8;1,3
23/01/2017 9:00;58;107;105,3;50;155,3;1,61;3,6;4,2
23/01/2017 10:00;61,1;73;41,3;41,9;82,9;0,76;2;16,3
23/01/2017 11:00;39,1;47;12,9;19,6;32,5;0;1,1;28,4
23/01/2017 12:00;25,4;62;6,2;14,4;20,7;0;1,2;39,7
23/01/2017 13:00;34,1;58;2,8;0;10,6;0;1,2;0
23/01/2017 14:00;27;54;2,1;8,6;10,6;0,48;0,7;0
23/01/2017 15:00;21,6;42;2;6,5;8,5;0,49;0,4;41,2
23/01/2017 16:00;22,7;43;2,4;8,4;10,8;0,46;0,3;37,3
23/01/2017 17:00;28;33;2,6;11,1;13,7;0,55;0,3;33,1
23/01/2017 18:00;28,8;34;2,8;18;20,8;0,84;0,1;22,9
23/01/2017 19:00;23,1;41;4,3;23,6;27,8;1,03;0,3;11,5
23/01/2017 20:00;24,8;46;3,9;22,8;26,7;0,97;0,4;8,8
23/01/2017 21:00;23;52;10,4;26,6;37;1,13;0,5;1,7
23/01/2017 22:00;19,4;37;3,3;19,1;22,4;0,91;0,1;5,6
23/01/2017 23:00;16,8;36;3,3;20,7;24;0,93;0;2
24/01/2017 0:00;14,3;38;5,4;21,2;26,6;0,84;0,1;1,2
24/01/2017 1:00;27,6;29;10;20,6;30,6;0,61;0,1;0,5
24/01/2017 2:00;21,4;27;6,9;19,1;26;0,59;0;0,7
24/01/2017 3:00;16,9;46;20,9;20,3;41,2;0,65;0,5;0,7
24/01/2017 4:00;25,3;44;16,2;17,8;34,1;0,55;0,4;0,8
24/01/2017 5:00;16;37;11,8;16,9;28,7;0,56;0,3;1
24/01/2017 6:00;26,5;41;31,5;15,3;46,9;0,71;0,5;0,9
24/01/2017 7:00;23,2;70;102,5;17,3;119,6;1,61;1,9;1
24/01/2017 8:00;37,1;93;125,1;28;153,1;2,26;2,7;1,4
24/01/2017 9:00;60;97;72,4;40,5;113,1;1,88;3;5,4
24/01/2017 10:00;59,7;74;27,1;31,6;58,7;0,94;1,5;18,1
24/01/2017 11:00;34,3;50;9,2;17;26,1;0,38;1,1;31,9
24/01/2017 12:00;29,7;46;5,2;14,6;19,8;0,2;1,5;42,6
24/01/2017 13:00;33,5;62;3,6;16,4;19,9;0,18;1,3;55,3
24/01/2017 14:00;48,3;67;2,3;13,4;15,7;0,09;1;47,9
24/01/2017 15:00;30,2;74;3,3;10,7;13,9;0,17;0,7;37,7
24/01/2017 16:00;37,4;64;1,9;9,7;11,6;0,11;0,3;40,2
24/01/2017 17:00;36,2;62;2;14,3;16,4;0,27;0,4;36
24/01/2017 18:00;32,2;57;3,9;17,6;21,5;0,43;0,4;13,1
24/01/2017 19:00;25,3;45;3,6;17,4;21;0,46;0,5;10,9
24/01/2017 20:00;18;39;3,7;21,1;24,8;0,45;0,2;5,9
24/01/2017 21:00;16,2;38;5,7;24,2;29,9;0,5;0,3;2,5
24/01/2017 22:00;21,4;37;2,5;22,9;25,4;0,42;0,4;4,7
24/01/2017 23:00;18,6;42;6;24,2;30,3;0,51;0,3;1,5
25/01/2017 0:00;22,8;34;2,8;22,2;25;0,49;0,5;3,7
25/01/2017 1:00;24,9;26;0,5;17,5;18;0,49;0,3;6,1
25/01/2017 2:00;32,2;33;0,3;16,3;16,6;0,59;2,3;5,2
25/01/2017 3:00;18,9;39;1,2;18,2;19,4;0,52;2;3
25/01/2017 4:00;29,6;29,6;2,3;19,1;21,4;0,51;0,5;1
25/01/2017 5:00;16,4;32;7,3;17,8;25,1;0,56;0,5;0,8
25/01/2017 6:00;13,9;30;22,1;16,7;38,8;0,68;0,4;0,7
25/01/2017 7:00;20,6;45;47,9;18;65,8;1,07;0,9;0,7
25/01/2017 8:00;15,8;40;34,4;17,9;52,4;0,95;1;5,4
25/01/2017 9:00;14,3;16;5,1;7,5;12,6;0,31;0;17,9
25/01/2017 10:00;16,2;18;3,2;5,5;8,8;0,18;0;19,4
25/01/2017 11:00;8,7;12;2,7;4,1;6,8;0,14;0;20,8
25/01/2017 12:00;16,9;22;3,9;5,8;9,7;0,16;0;19,4
25/01/2017 13:00;14,3;20;4,6;7,1;11,6;0,24;0;18
25/01/2017 14:00;0;15;2,8;4,3;7,1;0,2;0;19,6
25/01/2017 15:00;4,5;15;2,2;3,9;6,1;0,16;0;21,1
25/01/2017 16:00;14,2;14,2;3;5,8;8,8;0,2;0;19,1
25/01/2017 17:00;14,3;16;3;7,9;10,9;0,25;0,1;18,8
25/01/2017 18:00;8,2;12;2,4;10,6;13,1;0,36;0;16,5
25/01/2017 19:00;14,8;18;3,9;17,9;21,8;0,56;0;7,9
25/01/2017 20:00;8,9;27;6,9;19,1;26;0,59;0,2;5,5
25/01/2017 21:00;9,9;22;3,4;15,3;18,6;0,46;0,1;9,9
25/01/2017 22:00;11,7;19;3;14,2;17,1;0,4;0,1;10,4
25/01/2017 23:00;7,7;33;9,1;21,1;30,3;0,64;0,3;2,1
26/01/2017 0:00;10,6;20;1,5;14,3;15,8;0,43;0;6,7
26/01/2017 1:00;14,5;16;0;7,3;7,3;0,28;0;12,8
26/01/2017 2:00;14;15;0;8,8;8,7;0,29;0;10,1
26/01/2017 3:00;10,3;16;0,2;12,1;12,3;0,32;0;5,9
26/01/2017 4:00;8;20;0,2;10,3;10,6;0,31;0,1;6,3
26/01/2017 5:00;17;18;3;13,3;16,3;0,34;0;1,9
26/01/2017 6:00;10,7;19;12,3;15,6;27,9;0,43;0,3;1,5
26/01/2017 7:00;5,7;33;21,3;18,3;39,6;0,7;0,3;1,4
26/01/2017 8:00;15,4;38;41;19,8;60,8;1,16;0,9;2
26/01/2017 9:00;11,8;25;14,2;12,4;26,5;0,63;0,2;7,7
26/01/2017 10:00;1,6;16;3,9;4;7,9;0,21;0;13,9
26/01/2017 11:00;12,5;12,5;5,2;6;11,3;0,22;0;13,5
26/01/2017 12:00;9,2;11;4,4;5,6;10;0,21;0,1;15,1
26/01/2017 13:00;3,6;0;3,5;4;7,5;0,22;0;16
26/01/2017 14:00;6,5;0;4,1;6,1;10,2;0,24;0,1;14,8
26/01/2017 15:00;5;0;3,1;3,7;6,8;0,19;0;15,9
26/01/2017 16:00;18,1;0;4,3;7,4;11,7;0,45;0,1;13,1
26/01/2017 17:00;31,5;0;5,8;10;15,8;0,65;0,2;10,2
26/01/2017 18:00;6,9;9;4,9;8,7;13,5;0,55;0,2;9,5
26/01/2017 19:00;13,3;13,3;8,1;12,3;20,4;0,79;0,2;5,7
26/01/2017 20:00;6,7;19;8;12,1;20,1;0,77;0,2;6,7
26/01/2017 21:00;4,2;17;8,2;12,6;20,8;0,77;0,2;5,8
26/01/2017 22:00;8,2;8,2;4,3;12;16,3;0,68;0;4,8
26/01/2017 23:00;2,3;10;0,3;8;8,3;0,58;0;8,5
27/01/2017 0:00;4,6;9;0,4;6,6;7;0,45;0;9,8
27/01/2017 1:00;0;9;0;4,6;4,5;0,32;0;12,5
27/01/2017 2:00;5,9;9;0;4,3;4,1;0,37;0;11,7
27/01/2017 3:00;4,7;10;0;4,9;4,6;0,32;0;10,4
27/01/2017 4:00;8,9;15;0,8;8,4;9,2;0,36;0,1;4,4
27/01/2017 5:00;4,7;14;1,8;11,5;13,3;0,39;0,4;1,5
27/01/2017 6:00;6,5;23;9,1;11,4;20,4;0,49;0;5,2
27/01/2017 7:00;8,7;16;12,3;14,2;26,5;0,67;0;2,7
27/01/2017 8:00;10,9;28;20;12,7;32,6;0,79;0;5,4
27/01/2017 9:00;10,4;16;11,5;11;22,4;0,61;0,2;7,2
27/01/2017 10:00;14,4;14,4;7,5;7,9;15,5;0,41;0;10,5
27/01/2017 11:00;9,5;16;8;8,8;16,9;0,42;0;12,2
27/01/2017 12:00;10,8;15;4,7;3,8;8,5;0,23;0;13,5
27/01/2017 13:00;6,3;12;2,7;2,5;5,2;0,11;0;15,6
27/01/2017 14:00;15,9;15,9;3,9;3,6;7,5;0,07;0;15,4
27/01/2017 15:00;14,6;16;4,8;4,1;8,9;0,21;0,1;14,7
27/01/2017 16:00;10,2;14;5,3;5,7;11;0,11;0,1;13,6
27/01/2017 17:00;2,1;13;4,2;5,9;10,1;0,13;0,1;13,9
27/01/2017 18:00;14,4;17;4,8;10,5;15,4;0,28;0,1;9,4
27/01/2017 19:00;11;18;5,2;14,2;19,5;0,4;0;4,8
27/01/2017 20:00;9,7;15;7,7;14,7;22,3;0,4;0;3,7
27/01/2017 21:00;11,9;31;11,5;15,5;27;0,5;0,3;1,3
27/01/2017 22:00;9,5;40;54,9;18,6;73,4;1,29;1,4;0,8
27/01/2017 23:00;61;115;47,8;20,9;68,7;1,23;1,5;0,9
28/01/2017 0:00;56,4;77;59,9;19,6;79,6;1,33;1,4;1
28/01/2017 1:00;34,1;70;75,7;17,6;93,3;1,55;1,7;0,9
28/01/2017 2:00;30,6;51;75,7;16,6;92,3;1,5;1,9;0,9
28/01/2017 3:00;27,2;41;55,8;14,2;69,9;1,15;1,4;0,7
28/01/2017 4:00;15,6;28;28,7;13,9;42,6;0,79;0,7;0,7
28/01/2017 5:00;15;20;17,4;13,3;30,7;0,66;0,5;0,8
28/01/2017 6:00;10,1;36;52;13,7;65,8;0,95;1,1;0,7
28/01/2017 7:00;36,6;70;92,3;13,9;106,2;1,62;2,1;0,9
28/01/2017 8:00;36,3;79;93;18,1;111,2;1,9;2,9;1,2
28/01/2017 9:00;45,5;86;74,8;28,3;103,1;1,91;4;2,1
28/01/2017 10:00;42,2;61;33,3;24,9;58,1;1,17;2,1;6,1
28/01/2017 11:00;25;35;11,6;9,7;21,2;0,44;0,8;10,3
28/01/2017 12:00;6;12;4,3;2,5;6,9;0,09;0,1;11,6
28/01/2017 13:00;15,7;21;3,3;2,3;5,6;0;0;12,9
28/01/2017 14:00;8,3;9;3,4;2,7;6,1;0,04;0,1;13,5
28/01/2017 15:00;10,9;11;3,5;3,5;7;0,13;0,1;12,7
28/01/2017 16:00;2;13;4,5;4,1;8,7;0,22;0,2;11,6
28/01/2017 17:00;21,2;0;3,5;5,6;9,1;0,22;0,2;10,1
28/01/2017 18:00;8,4;0;2;7,8;9,8;0,3;0,2;7,8
28/01/2017 19:00;3,9;4;2,1;9,1;11,2;0,35;0,2;6
28/01/2017 20:00;9,4;9,4;9,2;13;22,2;0,59;1,3;2,4
28/01/2017 21:00;8,7;20;18,6;13,8;32,3;0,67;0,7;1,6
28/01/2017 22:00;10,9;31;44,5;14,1;58,6;1,1;1,8;1
28/01/2017 23:00;11,4;38;45,3;15;60,4;1,17;2,4;1,1
29/01/2017 0:00;10,3;10,3;3,2;8,5;11,7;0,43;0,3;5
29/01/2017 1:00;5,1;16;6,2;11,6;17,8;0,52;0,1;1,2
29/01/2017 2:00;9,7;21;23,6;12,2;35,9;0,85;0,6;0,8
29/01/2017 3:00;8,1;14;17,3;10,6;27,9;0,72;0,6;2,1
29/01/2017 4:00;14,6;23;28,2;10,9;39,2;0,81;0,7;0,7
29/01/2017 5:00;11,1;27;27,2;10,8;38;0,78;0,8;0,9
29/01/2017 6:00;9,5;20;21,3;11,4;32,7;0,7;1,1;0,8
29/01/2017 7:00;15,4;25;24,3;11,9;36,2;0,78;1;1,3
29/01/2017 8:00;8;14;4,9;6,8;11,7;0,47;0,1;7,4
29/01/2017 9:00;11,2;26;14,3;11,6;25,9;0,6;0,8;7
29/01/2017 10:00;14,6;22;8,4;8,3;16,7;0,43;0;11,9
29/01/2017 11:00;5,9;17;4,2;4,8;9;0,24;0,1;14,5
29/01/2017 12:00;15,7;0;2,9;3,2;6;0,18;0;12,9
29/01/2017 13:00;8;17;2,9;3,1;6;0,17;0,2;12,9
29/01/2017 14:00;10,9;0;1,7;2;3,6;0,15;0;14,5
29/01/2017 15:00;6,8;17;1,5;2,5;4,1;0,18;0;14,8
29/01/2017 16:00;5,9;8;1,7;3;4,6;0,22;0;15,4
29/01/2017 17:00;10,7;10,7;1,2;2,8;3,9;0,21;0;15,5
29/01/2017 18:00;8,7;16;0,4;3;3,4;0,22;0;15,7
29/01/2017 19:00;16,8;18;3,8;11,1;14,9;0,45;0;6,9
29/01/2017 20:00;5,5;11;3,9;12,1;16;0,51;0;6,1
29/01/2017 21:00;10,5;30;28,3;14,3;42,7;0,9;1,2;2,1
29/01/2017 22:00;16,7;29;50,1;16;66,1;1,31;1,5;0,7
29/01/2017 23:00;12,3;39;65;16,6;81,5;1,58;1,8;0,7
30/01/2017 0:00;19,9;54;58,7;15,6;74,2;1,46;1,3;0,8
30/01/2017 1:00;19,4;33;45,5;14,5;59,9;1,14;0,5;0,8
30/01/2017 2:00;18,2;24;18,2;12,9;31,2;0,66;0,5;1,5
30/01/2017 3:00;10;22;11,3;13;24,3;0,53;0,2;0,8
30/01/2017 4:00;15,1;22;22;11,8;33,8;0,61;0,5;0,8
30/01/2017 5:00;12,2;22;26,6;10,8;37,4;0,63;0,7;0,7
30/01/2017 6:00;17,1;28;30;13,1;43,1;0,64;0,8;0,6
30/01/2017 7:00;19,8;39;88;14,8;102,8;1,35;1,9;0,8
30/01/2017 8:00;61,7;146;178,1;23,9;201,9;2,95;5,2;1,5
30/01/2017 9:00;65,6;100;90,5;25,7;116,2;1,92;3,5;1,8
30/01/2017 10:00;44,3;61;44,1;26,3;70,3;1,11;1,9;4,2
30/01/2017 11:00;32,9;64;34,6;30,7;65,2;0,99;1,5;9,6
30/01/2017 12:00;46,1;82;28,1;38,9;66,9;0,97;1,5;11,8
30/01/2017 13:00;46;73;17,8;33,9;51,7;0,72;1,5;14,7
30/01/2017 14:00;31,8;47;10,4;20,6;31;0,4;0,8;16,6
30/01/2017 15:00;23,4;61;15;21,1;36;0,49;0,9;11,4
