FECHA;PM 2.5;PM 10;NO;NO2;NOX;CO;SO2;O3
1/01/2017;12,8;21,3;6,3;6,2;12,5;0,15;0;5,1
2/01/2017;25,9;64,5;33,1;14,6;47,6;0,77;0;3,7
3/01/2017;13,2;32,1;20,4;9,4;29,8;0,24;0;6,9
4/01/2017;19,2;47,1;19,8;12,8;32,6;0,3;0;5,7
5/01/2017;21,4;41,7;18,9;13,1;32;0,32;0;4
6/01/2017;9,9;22,6;8,7;8,3;16,9;0,09;0;6,5
7/01/2017;10,5;22,1;12,3;8;20,3;0,13;0;5,3
8/01/2017;13,8;27,8;10,1;9,6;19,7;0,2;0;6,2
9/01/2017;21,1;36,8;17,5;13,2;30,6;0,29;0;3,7
10/01/2017;0;47,1;19,7;15,4;35,1;0,3;0;4,2
11/01/2017;0;48,6;25,1;17,9;43;0,55;0;4,9
12/01/2017;21,5;37,8;13,3;12,2;25,4;0,34;0;6,8
13/01/2017;24,3;50,1;14,9;14;28,8;0,43;0;6,6
14/01/2017;34,8;55,2;19,6;17,4;37;0,74;0;5
15/01/2017;35,8;56,3;23,6;24,6;48,3;0,82;0;11,1
16/01/2017;16,4;31,7;10,1;13,2;23,3;0,43;1,2;13,3
17/01/2017;19,9;39,7;11,1;14,6;25,8;0,47;0;8,8
18/01/2017;34,7;56,8;28,7;23,3;52;0,7;0;3,1
19/01/2017;30,8;69;29,9;20,9;50,8;0,65;0;4,8
20/01/2017;36,4;74,5;29,2;20,1;49,2;0,67;0;6,3
21/01/2017;24,5;58,7;28,6;19,4;47,9;0,58;0;6
22/01/2017;25,1;54,9;19,6;17,6;37,2;0,39;0;9,7
23/01/2017;28,3;67,5;23,2;22,5;45,7;0,57;0;8,8
24/01/2017;41,3;81,6;26,6;24,3;50,9;0,68;0;8,5
25/01/2017;18,4;38,3;13,4;15,4;28,8;0,44;0;5,3
26/01/2017;11,8;25,3;11,2;11,1;22,2;0,4;0;4,4
27/01/2017;13,6;39,3;11,7;9,4;21,1;0,43;0;4,9
28/01/2017;19,5;42,6;23,6;10,1;33,7;0,64;0;3,7
29/01/2017;9,7;25,4;4;5,7;9,8;0,34;0;5,7
30/01/2017;21,7;57,2;33,3;12,9;46,3;0,86;0;3,6
31/01/2017;0;0;0;0;0;0;0;0
1/02/2017;26,5;64,6;33,4;14,6;48;0,78;0;3,6
2/02/2017;19,2;48,3;16,9;13,3;30,1;0,39;0;7,9
3/02/2017;17,3;48;17,7;11,4;29,1;0,48;0;5,4
4/02/2017;18;54,1;22,7;13,5;36,2;0,64;0;7,9
5/02/2017;15,4;38,7;5,9;12,5;18,4;0,48;0;12,5
6/02/2017;21;53,6;22,2;15,4;37,6;0,53;0;11,5
7/02/2017;18,5;52,3;10,8;16,6;27,4;0,49;0;12,8
8/02/2017;25;57,5;24,5;21,9;46,4;0,73;0;10
9/02/2017;32,6;78,1;19,3;27,8;47,1;0,84;0;11
10/02/2017;36,6;71,6;15;19,2;34,3;1,08;0;12,4
11/02/2017;42,1;89;18,2;19,4;37,5;1,15;0;9,2
12/02/2017;23;38,8;9,1;13,5;22,6;1,03;0;9,4
13/02/2017;22,3;48,7;17,6;15,4;33;1,16;0;9,8
